Sr. No.,molecule_chembl_id,canonical_smiles,,bioactivity_class,Groups,MW,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,standard_value,pIC50
1651,CHEMBL2058042,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]1CCCN(CCF)C1,,active,1,507.379,5.3439,1,6,8,59.51,40,7.397940009
1652,CHEMBL205823,Clc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1Cl,,active,1,417.299,6.8954,1,4,3,50.7,110,6.958607315
1653,CHEMBL205869,Cc1ccccc1Nc1nnc(-c2cccnc2CCc2ccncc2)o1,,inactive,0,357.417,4.36382,1,6,6,76.73,10000,5
1654,CHEMBL205876,O=C(Nc1ccc(Cl)cc1)c1ccccc1Cn1ccc2cccnc21,,inactive,0,361.832,4.9903,1,3,4,46.92,10000,5
1655,CHEMBL205884,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(OC(F)(F)Cl)cc2)o1,,active,1,447.833,4.3887,2,9,8,102.92,130,6.886056648
1656,CHEMBL205901,FC(F)(F)c1cccc(Nc2nnc(-c3cc4ccccc4nc3CCc3ccncc3)o2)c1,,inactive,0,461.447,6.2274,1,6,6,76.73,10000,5
1657,CHEMBL205984,O=C(Nc1ccc(Cl)c(Cl)c1)c1ccccc1Cn1ccc2ncnc-2c1,,active,1,397.265,4.9903,1,4,4,59.81,56,7.251811973
1658,CHEMBL206089,FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCc3ccc4ccccc4n3)o2)c1,,inactive,0,461.447,6.2274,1,6,6,76.73,10000,5
1659,CHEMBL206118,Cn1cnc(NCc2ccc3[nH]ncc3c2)c1-c1nnc(Nc2ccc(Cl)cc2)o1,,inactive,0,420.864,4.3555,3,8,6,109.48,10000,5
1660,CHEMBL206123,FC(F)(F)Oc1cccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)c1,,active,1,427.386,4.954,1,7,7,85.96,69,7.161150909
1661,CHEMBL206136,c1cnc(CCc2ccncc2)c(-c2nnc(Nc3cnc4ccccc4c3)o2)c1,,inactive,0,394.438,4.6036,1,7,6,89.62,380,6.420216403
1662,CHEMBL206145,Cc1cc2c(F)c(Oc3ncnn4cc(OCCC5CCN(C)CC5)c(C)c34)ccc2[nH]1,,active,1,437.519,4.86954,1,6,6,67.68,20,7.698970004
1663,CHEMBL206146,Cc1cc2c(F)c(Oc3ncnn4cc(OCCCN5CCCC5)c(C)c34)ccc2[nH]1,,active,1,423.492,4.62354,1,6,7,67.68,20,7.698970004
1664,CHEMBL206185,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccccc1Cn1ccc2ncnc-2c1,,inactive,0,430.817,5.3557,1,4,4,59.81,440,6.356547324
1665,CHEMBL206215,O=C(Nc1ccc(Cl)cc1)c1ccccc1Cn1cc(-c2cccnc2)cn1,,inactive,0,388.858,4.8991,1,4,5,59.81,10000,5
1666,CHEMBL206267,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Oc3ccccc3)cc2)o1,,inactive,0,439.479,5.0131,2,9,8,102.92,10000,5
1667,CHEMBL206279,O=C(Nc1ccc(N2CCOCC2)cc1)c1ccccc1Cn1ccc2ncnc-2c1,,active,1,413.481,3.5201,1,6,5,72.28,210,6.677780705
1668,CHEMBL2063318,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)Oc5ccccc5)cc4)n[nH]3)cc2)CC1,,active,1,496.571,4.6917,3,6,6,102.59,180,6.744727495
1669,CHEMBL2063319,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)OCc5ccccc5)cc4)n[nH]3)cc2)CC1,,active,1,510.598,4.8295,3,6,7,102.59,48,7.318758763
1670,CHEMBL2063320,O=C(Nc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCCC4)cc3)[nH]n2)cc1)Oc1ccccc1,,active,1,511.582,5.4145,3,6,9,108.58,300,6.522878745
1671,CHEMBL2063321,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)Oc5ccccc5)cc4)n[nH]3)cc2)CC1,,active,1,510.598,4.3694,3,6,7,102.59,92,7.036212173
1672,CHEMBL2063322,CCOC(=O)NCc1ccc(-c2cc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)[nH]n2)cc1,,inactive,0,462.554,3.3269,3,6,7,102.59,560,6.251811973
1673,CHEMBL2063323,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)OCc5ccccc5)cc4)n[nH]3)cc2)CC1,,active,1,524.625,4.5072,3,6,8,102.59,100,7
1674,CHEMBL2063324,O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCCC4)cc3)[nH]n2)cc1)OCc1ccccc1,,active,1,539.636,5.23,3,6,11,108.58,120,6.920818754
1675,CHEMBL2063325,CN1CCN(Cc2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)OCc5ccccc5)cc4)n[nH]3)cc2)CC1,,active,1,538.652,4.5028,3,6,9,102.59,170,6.769551079
1676,CHEMBL2063326,O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCOCC4)cc3)[nH]n2)cc1)OCc1ccccc1,,inactive,0,555.635,4.4664,3,7,11,117.81,370,6.431798276
1677,CHEMBL2063327,O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCCN4CCCC4)cc3)[nH]n2)cc1)OCc1ccccc1,,active,1,553.663,5.6201,3,6,12,108.58,240,6.619788758
1678,CHEMBL2063328,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)OCc5cccnc5)cc4)n[nH]3)cc2)CC1,,active,1,525.613,3.9022,3,7,8,115.48,220,6.657577319
1679,CHEMBL2063329,O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCCC4)cc3)[nH]n2)cc1)OCc1cccnc1,,inactive,0,540.624,4.625,3,7,11,121.47,1000,6
1680,CHEMBL2063330,O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCOCC4)cc3)[nH]n2)cc1)OCc1cccnc1,,inactive,0,556.623,3.8614,3,8,11,130.7,1000,6
1681,CHEMBL2063331,Cc1cc(COC(=O)NCc2ccc(-c3cc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)[nH]n3)cc2)no1,,inactive,0,529.601,3.80362,3,8,8,128.62,370,6.431798276
1682,CHEMBL2063332,Cc1cc(COC(=O)NCc2ccc(-c3cc(NC(=O)c4ccc(OCCN5CCCC5)cc4)[nH]n3)cc2)no1,,inactive,0,544.612,4.52642,3,8,11,134.61,480,6.318758763
1683,CHEMBL2063333,Cc1cc(COC(=O)NCc2ccc(-c3cc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)[nH]n3)cc2)no1,,inactive,0,560.611,3.76282,3,9,11,143.84,1000,6
1684,CHEMBL2063334,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(CNS(=O)(=O)c5ccccc5)cc4)n[nH]3)cc2)CC1,,inactive,0,530.654,3.5593,3,6,8,110.43,1000,6
1685,CHEMBL2063335,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4ccccc4)cc3)n[nH]2)cc(N2CCN(C)CC2)n1,,inactive,0,512.618,4.09692,3,8,8,111.3,310,6.508638306
1686,CHEMBL2063336,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4cccnc4)cc3)n[nH]2)cc(N2CCN(C)CC2)n1,,inactive,0,513.606,3.49192,3,9,8,124.19,1000,6
1687,CHEMBL2063337,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4cc(C)on4)cc3)n[nH]2)cc(N2CCN(C)CC2)n1,,inactive,0,517.594,3.39334,3,10,8,137.33,1000,6
1688,CHEMBL2063338,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4ccccc4)cc3)n[nH]2)cc(N2CCN(CCO)CC2)n1,,active,1,542.644,3.45942,4,9,10,131.53,240,6.619788758
1689,CHEMBL2063434,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4cccnc4)cc3)n[nH]2)cc(N2CCN(CCO)CC2)n1,,inactive,0,543.632,2.85442,4,10,10,144.42,1000,6
1690,CHEMBL2063435,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4cc(C)on4)cc3)n[nH]2)cc(N2CCN(CCO)CC2)n1,,inactive,0,547.62,2.75584,4,11,10,157.56,1000,6
1691,CHEMBL2063436,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4ccccc4)cc3)n[nH]2)cc(N2CCNCC2)n1,,active,1,498.591,3.75472,4,8,8,120.09,190,6.721246399
1692,CHEMBL206348,Cc1ccc(NC(=O)c2ccccc2Cn2ccc3cnccc32)c(F)c1,,active,1,359.404,4.78442,1,3,4,46.92,290,6.537602002
1693,CHEMBL2063743,N#CC1(c2cccc(C(=O)Nc3cc(Oc4ccc5nc(NC(=O)C6CC6)sc5n4)ccc3F)c2Cl)CC1,,active,1,547.999,6.43208,2,7,7,117,2.8,8.552841969
1694,CHEMBL206388,O=C(Nc1ccc(Cl)cc1)c1ccccc1Cn1ccc2cc(Cl)ccc21,,inactive,0,395.289,6.2487,1,2,4,34.03,10000,5
1695,CHEMBL206403,Cc1ccc(NC(=O)c2ccccc2Cn2ccc3ncnc-3c2)c(F)c1,,active,1,360.392,4.13102,1,4,4,59.81,210,6.677780705
1696,CHEMBL206463,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2cc(Cl)ccc21,,active,1,342.811,3.2057,1,5,2,59.28,59,7.229147988
1697,CHEMBL206536,CC(C)(C)c1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1,,active,1,404.517,6.8861,1,4,3,50.7,75,7.124938737
1698,CHEMBL206538,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2cccc(OC(F)(F)F)c2)o1,,active,1,431.378,4.1194,2,9,7,102.92,46,7.337242168
1699,CHEMBL206545,Cc1cc2c(F)c(Oc3ncnn4cc(OCCCNS(C)(=O)=O)c(C)c34)ccc2[nH]1,,active,1,447.492,3.07694,2,7,8,110.61,66,7.180456064
1700,CHEMBL206567,COc1cc2ncn(Cc3ccccc3C(=O)Nc3ccc(Cl)cc3)c2cc1OC,,inactive,0,421.884,5.0075,1,5,6,65.38,3550,5.449771647
1701,CHEMBL206627,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2cc3c(cc21)OCO3,,active,1,352.375,2.281,1,7,2,77.74,32,7.494850022
1702,CHEMBL206658,Cc1cc2cc(Nc3nnc(-c4cccc5cnccc45)c4ccccc34)ccc2[nH]1,,active,1,401.473,6.37832,2,4,3,66.49,230,6.638272164
1703,CHEMBL206670,c1ccc2ncc(Nc3nnc(-c4cc5ccccc5nc4CCc4ccncc4)o3)cc2c1,,inactive,0,444.498,5.7568,1,7,6,89.62,10000,5
1704,CHEMBL206742,Cn1cnc(NCc2cccnc2)c1-c1nnc(Nc2ccc(Cl)cc2)o1,,inactive,0,381.827,3.8742,2,8,6,93.69,10000,5
1705,CHEMBL206783,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCCC[C@@H]1C(N)=O,,inactive,0,443.91,4.0143,2,6,6,93.37,10000,5
1706,CHEMBL206846,Clc1ccc(Nc2nnc(-c3cccc4ncccc34)c3ccccc23)cc1,,inactive,0,382.854,6.242,1,4,3,50.7,10000,5
1707,CHEMBL206955,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@@H]1C(N)=O,,inactive,0,429.883,3.6242,2,6,6,93.37,10000,5
1708,CHEMBL2069624,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccccc1Cl,,inactive,0,314.694,5.0028,2,1,2,41.13,4400,5.356547324
1709,CHEMBL2069625,Cc1oc(-c2ccccc2)nc1COc1cccc(CO)c1,,inactive,0,295.338,3.72132,1,4,5,55.49,50000,4.301029996
1710,CHEMBL2070191,Clc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)c1,,inactive,0,404.857,5.3676,2,6,5,68.3,10000,5
1711,CHEMBL2070198,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCO5)cc23)c1,,inactive,0,477.362,5.9093,2,6,5,68.3,10000,5
1712,CHEMBL2070201,Clc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCCO5)cc23)c1,,inactive,0,446.938,6.1903,2,6,5,68.3,10000,5
1713,CHEMBL207037,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CC(C(N)=O)C1,,inactive,0,415.856,3.0916,2,6,6,93.37,10000,5
1714,CHEMBL207049,FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCCc3ccc4c(c3)OCO4)o2)c1,,inactive,0,468.435,5.798,1,7,7,82.3,10000,5
1715,CHEMBL207099,Fc1ccc(CCc2ncccc2-c2nnc(Nc3cccc(C(F)(F)F)c3)o2)cc1F,,inactive,0,446.379,5.9574,1,5,6,63.84,10000,5
1716,CHEMBL2071194,Cn1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,,inactive,0,343.366,1.1807,3,7,5,110.75,329,6.482804102
1717,CHEMBL2071195,Cn1cc(Nc2nccc(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,,inactive,0,325.376,1.0416,3,7,5,110.75,12000,4.920818754
1718,CHEMBL2071196,Cc1cnc(Nc2cnn(C)c2)nc1N[C@H]1[C@@H](C(N)=O)[C@@H]2C=C[C@H]1C2,,inactive,0,339.403,1.35002,3,7,5,110.75,467,6.330683119
1719,CHEMBL2071197,COc1cnc(Nc2cnn(C)c2)nc1N[C@H]1[C@@H](C(N)=O)[C@@H]2C=C[C@H]1C2,,inactive,0,355.402,1.0502,3,8,6,119.98,922,6.035269079
1720,CHEMBL2071198,Cn1cc(Nc2ncc(C(N)=O)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,,inactive,0,368.401,0.1405,4,8,6,153.84,1540,5.812479279
1721,CHEMBL2071199,Cn1cc(Nc2ncc([N+](=O)[O-])c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,,active,1,370.373,0.9498,3,9,6,153.89,50,7.301029996
1722,CHEMBL2071200,Cn1cc(Nc2ncc(C(F)(F)F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,,active,1,393.373,2.0604,3,7,5,110.75,12,7.920818754
1723,CHEMBL2071201,Cn1cc(Nc2ncc(Br)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,,active,1,404.272,1.8041,3,7,5,110.75,13,7.886056648
1724,CHEMBL2071202,Cn1cc(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,,active,1,359.821,1.695,3,7,5,110.75,14,7.853871964
1725,CHEMBL2071203,Cn1cc(Nc2ncc(C(F)(F)F)c(N[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3C(N)=O)n2)cn1,,active,1,395.389,2.2844,3,7,5,110.75,74,7.13076828
1726,CHEMBL2071204,Cn1cc(Nc2ncc(C(F)(F)F)c(N[C@H]3C[C@@H]4CC[C@H]3C4)n2)cn1,,inactive,0,352.364,3.573,2,6,4,67.66,827,6.08249449
1727,CHEMBL2071205,Cn1cc(Nc2ncc(C(F)(F)F)c(N[C@H]3[C@@H](C(N)=O)C[C@H]4C[C@@H]3C4(C)C)n2)cn1,,active,1,423.443,2.9205,3,7,5,110.75,264,6.578396073
1728,CHEMBL2071206,CNC(=O)[C@@H]1[C@H](Nc2nc(Nc3cnn(C)c3)ncc2C(F)(F)F)[C@H]2C=C[C@@H]1C2,,active,1,407.4,2.3211,3,7,5,96.76,68,7.167491087
1729,CHEMBL2071207,Cn1cc(Nc2ncc(C(F)(F)F)c(N[C@H]3[C@@H](C(=O)NC4CC4)[C@@H]4C=C[C@H]3C4)n2)cn1,,active,1,433.438,2.8537,3,7,6,96.76,292,6.534617149
1730,CHEMBL2071208,Cn1cc(Nc2ncc(C(F)(F)F)c(N[C@H]3[C@@H](C(=O)NCCO)[C@@H]4C=C[C@H]3C4)n2)cn1,,active,1,437.426,1.6836,4,8,7,116.99,266,6.575118363
1731,CHEMBL2071209,Cn1cc(Nc2ncc(C(F)(F)F)c(Nc3ccccc3C(N)=O)n2)cn1,,inactive,0,377.33,2.815,3,7,5,110.75,431,6.36552273
1732,CHEMBL2071210,Cn1cc(Nc2ncc(Cl)c(N[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3C(N)=O)n2)cn1,,active,1,361.837,1.919,3,7,5,110.75,19,7.721246399
1733,CHEMBL2071211,Cn1cc(Nc2ncc(Cl)c(N[C@H]3[C@H]4CC[C@H](C4)[C@H]3C(N)=O)n2)cn1,,active,1,361.837,1.919,3,7,5,110.75,19,7.721246399
1734,CHEMBL2071212,Cn1cc(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4CC[C@H]3O4)n2)cn1,,inactive,0,363.809,1.0503,3,8,5,119.98,693,6.159266765
1735,CHEMBL2071213,Cn1cc(Nc2ncc(Cl)c(N[C@@H]3CCCC[C@@H]3C(N)=O)n2)cn1,,active,1,349.826,2.0631,3,7,5,110.75,169,6.772113295
1736,CHEMBL2071214,Cn1cc(Nc2ncc(Cl)c(N[C@@H]3CCC[C@@H]3C(N)=O)n2)cn1,,active,1,335.799,1.673,3,7,5,110.75,246,6.609064893
1737,CHEMBL2071215,Cn1cc(Nc2ncc(Cl)c(N[C@@H]3CC[C@@H]3C(N)=O)n2)cn1,,active,1,321.772,1.2829,3,7,5,110.75,153,6.815308569
1738,CHEMBL2071216,CCn1cc(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,,active,1,373.848,2.1779,3,7,6,110.75,3,8.522878745
1739,CHEMBL2071217,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cnn(Cc4ccccc4)c3)ncc2Cl)[C@H]2C=C[C@@H]1C2,,active,1,435.919,3.2063,3,7,7,110.75,7,8.15490196
1740,CHEMBL2071270,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cnn(CCO)c3)ncc2Cl)[C@H]2C=C[C@@H]1C2,,active,1,389.847,1.1503,4,8,7,130.98,6,8.22184875
1741,CHEMBL2071271,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cnn(CC(=O)O)c3)ncc2Cl)[C@H]2C=C[C@@H]1C2,,active,1,403.83,1.2426,4,8,7,148.05,1,9
1742,CHEMBL2071272,NC(=O)Cn1cc(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,,active,1,402.846,0.6433,4,8,7,153.84,18,7.744727495
1743,CHEMBL2071273,CNC(=O)Cn1cc(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,,active,1,416.873,0.904,4,8,7,139.85,6,8.22184875
1744,CHEMBL2071274,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cnn(CCN4CCOCC4)c3)ncc2Cl)[C@H]2C=C[C@@H]1C2,,active,1,458.954,1.4902,3,9,8,123.22,9,8.045757491
1745,CHEMBL2071275,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cnn(C4CCNCC4)c3)ncc2Cl)[C@H]2C=C[C@@H]1C2,,active,1,428.928,2.0825,4,8,6,122.78,2,8.698970004
1746,CHEMBL2071276,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cnn([C@@H]4CCCNC4)c3)ncc2Cl)[C@H]2C=C[C@@H]1C2,,active,1,428.928,2.0825,4,8,6,122.78,2,8.698970004
1747,CHEMBL2071277,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cnn(C[C@H]4CCCN4)c3)ncc2Cl)[C@H]2C=C[C@@H]1C2,,active,1,428.928,1.91,4,8,7,122.78,15,7.823908741
1748,CHEMBL207130,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C)CC1,,inactive,0,486.979,3.556,2,7,7,96.61,10000,5
1749,CHEMBL2071457,C[C@H](NC(=O)c1cc(-c2cnn(C3CCOCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,,inactive,0,478.355,4.8157,2,6,5,95.06,10000,5
1750,CHEMBL207235,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O,,inactive,0,459.909,3.2491,2,7,7,102.6,10000,5
1751,CHEMBL207246,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC1C(N)=O,,inactive,0,415.856,3.2341,2,6,6,93.37,10000,5
1752,CHEMBL207445,COCC[C@@H](C(N)=O)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,,inactive,0,461.925,3.4967,2,7,10,102.6,10000,5
1753,CHEMBL207520,CNC(=O)c1cccc(NCc2cnc(Nc3ccccn3)s2)c1,,active,1,339.424,3.2534,3,6,6,78.94,280,6.552841969
1754,CHEMBL207584,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O,,inactive,0,429.883,3.6242,2,6,6,93.37,10000,5
1755,CHEMBL207600,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2cc3c(cc21)OCO3,,active,1,347.334,1.6145,1,7,2,90.63,17,7.769551079
1756,CHEMBL207674,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCOCC1C(N)=O,,inactive,0,445.882,2.8606,2,7,6,102.6,10000,5
1757,CHEMBL207687,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(N)=O,,inactive,0,417.872,3.4801,2,6,7,93.37,10000,5
1758,CHEMBL207718,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C)C1,,inactive,0,458.925,2.7758,2,7,7,96.61,10000,5
1759,CHEMBL207772,FC(F)(F)Oc1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1,,inactive,0,427.386,4.954,1,7,7,85.96,360,6.443697499
1760,CHEMBL207815,COCCN1CC(C(N)=O)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,,inactive,0,502.978,2.7924,2,8,10,105.84,10000,5
1761,CHEMBL207821,FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCc3ccccn3)o2)c1,,inactive,0,411.387,5.0742,1,6,6,76.73,10000,5
1762,CHEMBL207842,CCOC(=O)c1cn2ncnc(Oc3ccc4[nH]ccc4c3)c2c1C,,active,1,336.351,3.48802,1,6,4,81.51,87,7.060480747
1763,CHEMBL2079588,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,,active,1,409.833,3.9534,2,7,6,102.17,6,8.22184875
1764,CHEMBL207975,CC(C)c1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,,active,1,385.471,5.1788,1,6,7,76.73,250,6.602059991
1765,CHEMBL208048,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C(C)C)[C@@H](C)C(N)=O,,inactive,0,445.926,4.2587,2,6,8,93.37,10000,5
1766,CHEMBL208118,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(N)=O,,inactive,0,417.872,3.4801,2,6,7,93.37,10000,5
1767,CHEMBL208229,c1ccc(-c2ccc(Nc3nnc(-c4cccnc4CCc4ccncc4)o3)cc2)cc1,,inactive,0,419.488,5.7224,1,6,7,76.73,2630,5.580044252
1768,CHEMBL208286,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](CO)C(N)=O,,inactive,0,433.871,2.4525,3,7,8,113.6,10000,5
1769,CHEMBL208292,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O,,inactive,0,429.883,3.6242,2,6,6,93.37,10000,5
1770,CHEMBL208363,FC(F)(F)c1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,,active,1,411.387,5.0742,1,6,6,76.73,290,6.537602002
1771,CHEMBL208500,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2c(F)cccc21,,active,1,321.315,2.0249,1,5,2,72.17,17,7.769551079
1772,CHEMBL208513,Cn1cc(-c2nnc(Nc3ccc(Cl)cc3)c3ccccc23)cn1,,inactive,0,335.798,4.4273,1,5,3,55.63,10000,5
1773,CHEMBL2086397,COCCNC(=O)c1ccc2c(c1)C(=C(c1ccccc1)c1nc3ccccc3[nH]1)C(=O)N2,,active,1,438.487,3.8503,3,4,6,96.11,128,6.89279003
1774,CHEMBL2086721,Cc1ccccc1C(=C1C(=O)Nc2ccccc21)c1nc2ccccc2[nH]1,,active,1,351.409,4.78252,2,2,2,57.78,97,7.013228266
1775,CHEMBL2086722,Cc1cccc(C(=C2C(=O)Nc3ccccc32)c2nc3ccccc3[nH]2)c1,,active,1,351.409,4.78252,2,2,2,57.78,119,6.924453039
1776,CHEMBL2086723,Cc1ccc(C(=C2C(=O)Nc3ccccc32)c2nc3ccccc3[nH]2)cc1,,active,1,351.409,4.78252,2,2,2,57.78,88,7.055517328
1777,CHEMBL2086724,O=C1Nc2ccccc2C1=C(c1ccc(F)cc1)c1nc2ccccc2[nH]1,,inactive,0,355.372,4.6132,2,2,2,57.78,633,6.19859629
1778,CHEMBL2086725,O=C1Nc2ccccc2C1=C(c1cccc(F)c1)c1nc2ccccc2[nH]1,,active,1,355.372,4.6132,2,2,2,57.78,125,6.903089987
1779,CHEMBL2086726,O=C1Nc2ccccc2C1=C(c1cc(F)cc(F)c1)c1nc2ccccc2[nH]1,,active,1,373.362,4.7523,2,2,2,57.78,106,6.974694135
1780,CHEMBL2086727,O=C1Nc2ccccc2C1=C(c1nc2ccccc2[nH]1)c1ccc(F)cc1F,,active,1,373.362,4.7523,2,2,2,57.78,290,6.537602002
1781,CHEMBL2086728,O=C1Nc2ccccc2C1=C(c1ccc(C(F)(F)F)cc1)c1nc2ccccc2[nH]1,,inactive,0,405.379,5.4929,2,2,2,57.78,19903,4.701081457
1782,CHEMBL2086729,O=C1Nc2ccccc2C1=C(c1nc2ccccc2[nH]1)c1ccc(Cl)cc1Cl,,inactive,0,406.272,5.7809,2,2,2,57.78,2180,5.661543506
1783,CHEMBL2086730,COc1ccc(C(=C2C(=O)Nc3ccccc32)c2nc3ccccc3[nH]2)cc1,,inactive,0,367.408,4.4827,2,3,3,67.01,327,6.485452247
1784,CHEMBL2086731,CCOc1ccc(C(=C2C(=O)Nc3ccccc32)c2nc3ccccc3[nH]2)cc1,,inactive,0,381.435,4.8728,2,3,4,67.01,9876,5.005418919
1785,CHEMBL2086732,Nc1ccc(C(=C2C(=O)Nc3ccccc32)c2nc3ccccc3[nH]2)cc1,,active,1,352.397,4.0563,3,3,2,83.8,68,7.167491087
1786,CHEMBL2086733,O=C1Nc2ccc(Br)cc2C1=C(c1ccccc1)c1nc2ccccc2[nH]1,,active,1,416.278,5.2366,2,2,2,57.78,51,7.292429824
1787,CHEMBL2086734,O=C1Nc2cc(Br)ccc2C1=C(c1ccccc1)c1nc2ccccc2[nH]1,,inactive,0,416.278,5.2366,2,2,2,57.78,4880,5.311580178
